ip,port,protocol,https,anonymity,country_code,country,city,org,asn,response_ms,connect_ms,uptime_pct,checks,last_checked,last_alive
77.85.168.253,4145,socks4,yes,elite,BG,Bulgaria,Saint Vlas,Vivacom Bulgaria EAD,AS8866 Vivacom Bulgaria EAD,189,36,24.6,57,2026-09-16T02:36:39.8351774Z,2026-09-16T02:36:39.8351774Z
213.149.156.87,5678,socks4,yes,elite,BG,Bulgaria,Razlog,VIM TV Ltd,AS199702 VIM TV LTD,212,32,41.7,669,2026-09-16T02:37:57.7228903Z,2026-09-16T02:37:57.7228903Z
