ip,port,protocol,https,anonymity,country_code,country,city,org,asn,response_ms,connect_ms,uptime_pct,checks,last_checked,last_alive
190.97.236.129,999,http,yes,transparent,VE,Venezuela,Ciudad Bolivia,"Valor Information Technologies, S.L","AS274849 GLOBALNET S&P, C.A.",873,186,99.2,7949,2026-09-12T21:52:40.6206115Z,2026-09-12T21:52:40.6206115Z
52.226.76.91,80,http,no,transparent,US,United States,Boydton,Microsoft Azure Cloud (eastus),AS8075 Microsoft Corporation,892,92,81.2,3808,2026-09-12T21:49:56.2088683Z,2026-09-12T21:49:56.2088683Z
190.97.236.128,999,http,yes,transparent,VE,Venezuela,Ciudad Bolivia,"Valor Information Technologies, S.L","AS274849 GLOBALNET S&P, C.A.",894,194,99,7962,2026-09-12T21:52:40.6483289Z,2026-09-12T21:52:40.6483289Z
8.210.93.183,8213,http,yes,transparent,HK,Hong Kong,Hong Kong,Hong Kong,"AS45102 Alibaba (US) Technology Co., Ltd.",999,247,75.2,202,2026-09-12T21:50:35.9121701Z,2026-09-12T21:50:35.9121701Z
8.209.255.13,3128,http,no,transparent,JP,Japan,Tokyo,Alibaba.com Singapore E-Commerce Private Limited,"AS45102 Alibaba (US) Technology Co., Ltd.",1003,1285,95.7,11518,2026-09-12T21:54:03.5527637Z,2026-09-12T21:54:03.5527637Z
186.5.94.206,999,http,yes,transparent,EC,Ecuador,Manta,MINTEL,AS27947 Telconet S.A,1008,193,71.4,9161,2026-09-12T21:51:20.1554939Z,2026-09-12T21:51:20.1554939Z
129.226.93.232,80,http,no,transparent,SG,Singapore,Singapore,Tencent Cloud Computing,"AS132203 Tencent Building, Kejizhongyi Avenue",1029,254,99.1,8983,2026-09-12T21:52:40.8444237Z,2026-09-12T21:52:40.8444237Z
47.243.92.199,3128,http,no,transparent,HK,Hong Kong,Hong Kong,Alibaba Cloud - HK,"AS45102 Alibaba (US) Technology Co., Ltd.",1032,246,99,11659,2026-09-12T21:51:09.6965645Z,2026-09-12T21:51:09.6965645Z
140.238.14.161,8080,http,no,transparent,KR,South Korea,Seoul,Oracle Cloud Infrastructure (ap-seoul-1),AS31898 Oracle Corporation,1131,265,99.8,1840,2026-09-12T21:53:08.8127806Z,2026-09-12T21:53:08.8127806Z
8.213.151.128,3128,http,no,transparent,KR,South Korea,Seoul,Alibaba.com Singapore E-Commerce Private Limited,"AS45102 Alibaba (US) Technology Co., Ltd.",1145,284,97.6,11693,2026-09-12T21:50:02.4677697Z,2026-09-12T21:50:02.4677697Z
210.211.113.33,80,http,yes,transparent,VN,Vietnam,Ho Chi Minh City,Viettel - CHT Company Ltd,AS38731 Vietel - CHT Compamy Ltd,1155,280,78.4,5167,2026-09-12T21:55:03.5507656Z,2026-09-12T21:55:03.5507656Z
1.231.81.166,3128,http,yes,transparent,KR,South Korea,Jongno-gu,broadNnet,AS9318 SK Broadband Co Ltd,1158,288,97.6,11555,2026-09-12T21:51:48.5160538Z,2026-09-12T21:51:48.5160538Z
210.211.113.35,80,http,yes,transparent,VN,Vietnam,Ho Chi Minh City,Viettel - CHT Company Ltd,AS38731 Vietel - CHT Compamy Ltd,1161,1304,72.8,4951,2026-09-12T21:51:32.3766124Z,2026-09-12T21:51:32.3766124Z
45.90.236.68,3128,http,yes,transparent,NL,The Netherlands,Eygelshoven,Individual Entrepreneur Anton Levin,AS50053 VDSka hosting,1274,28,69.8,398,2026-09-12T21:52:34.9980751Z,2026-09-12T21:52:34.9980751Z
89.251.21.9,8080,http,no,transparent,TR,Turkey,Ankara,ipbnb,AS216472 High Speed For Internet Services L.L.C,1283,93,71.3,143,2026-09-12T21:53:26.2337467Z,2026-09-12T21:53:26.2337467Z
187.251.224.167,80,http,no,transparent,,,,,,1313,1154,13.3,15,2026-09-12T21:53:38.0370093Z,2026-09-12T21:53:38.0370093Z
173.212.234.174,3128,http,yes,transparent,DE,Germany,Brandenburg an der Havel,CIA TRIAD SECURITY LLC,AS60729 Stiftung Erneuerbare Freiheit,1360,6,88.9,5884,2026-09-12T21:47:55.8558851Z,2026-09-12T21:47:55.8558851Z
108.181.246.55,9898,http,no,transparent,SE,Sweden,Solna,R0CKET-CLOUD,AS214503 QuxLabs AB,1375,220,79.1,727,2026-09-12T21:47:39.4898456Z,2026-09-12T21:47:39.4898456Z
107.167.18.122,443,http,yes,transparent,US,United States,Los Angeles,Sharktech,AS46844 Sharktech,1709,157,85,1715,2026-09-12T21:52:47.1142730Z,2026-09-12T21:52:47.1142730Z
114.236.137.41,21000,http,yes,transparent,CN,China,Nanjing,Chinanet JS,AS4134 CHINANET BACKBONE,1838,168,88.2,12080,2026-09-12T21:54:25.4037574Z,2026-09-12T21:54:25.4037574Z
47.89.184.18,3128,http,no,transparent,US,United States,Henrico,ALICLOUD-US,"AS45102 Alibaba (US) Technology Co., Ltd.",2079,93,96.9,11763,2026-09-12T21:49:57.3970001Z,2026-09-12T21:49:57.3970001Z
212.44.134.166,3128,http,no,transparent,,,,,,2090,1095,16.7,12,2026-09-12T21:54:42.8363403Z,2026-09-12T21:54:42.8363403Z
167.86.104.220,80,http,yes,transparent,FR,France,Lauterbourg,Contabo GmbH,AS51167 Contabo GmbH,2260,5,92.8,306,2026-09-12T21:52:47.5143805Z,2026-09-12T21:52:47.5143805Z
189.51.168.164,999,http,yes,transparent,MX,Mexico,Mérida,Comunicación por Fibra SA de CV,AS270111 Comunicación por Fibra SA de CV,2450,1187,91.8,4225,2026-09-12T21:52:54.4662171Z,2026-09-12T21:52:54.4662171Z
94.136.185.35,30839,http,no,transparent,IN,India,Mumbai,Contabo GmbH,AS141995 Contabo Asia Private Limited,2511,124,31.2,16,2026-09-12T21:53:38.2058145Z,2026-09-12T21:53:38.2058145Z
120.92.111.242,15010,http,yes,transparent,CN,China,Shenzhen,"Beijing Kingsoft Cloud Internet Technology Co., Ltd.","AS59019 Beijing Kingsoft Cloud Internet Technology Co., Ltd",2825,151,65.5,1810,2026-09-12T21:53:27.8333811Z,2026-09-12T21:53:27.8333811Z
210.211.113.34,80,http,yes,transparent,VN,Vietnam,Ho Chi Minh City,Viettel - CHT Company Ltd,AS38731 Vietel - CHT Compamy Ltd,3271,271,80.6,5133,2026-09-12T21:50:13.1156358Z,2026-09-12T21:50:13.1156358Z
37.59.125.131,8888,http,yes,transparent,FR,France,Saint-Jean-sur-Veyle,ProXad network / Free SA,AS12322 Free SAS,3396,14,92.2,11288,2026-09-12T21:52:12.8551696Z,2026-09-12T21:52:12.8551696Z
167.86.111.116,3128,http,no,transparent,DE,Germany,Haßfurt,F3 Netze e.V,AS205100 F3 Netze e.V.,4154,141,68.6,1163,2026-09-12T21:50:05.3327656Z,2026-09-12T21:50:05.3327656Z
103.213.97.78,80,http,no,transparent,CN,China,Changzhou,Wznt,AS56046 China Mobile communications corporation,5155,204,98.5,7224,2026-09-12T21:53:57.7619798Z,2026-09-12T21:53:57.7619798Z
200.59.191.27,999,http,yes,transparent,VE,Venezuela,Santa Cruz de Mora,"TODONET TELECOMUNICACIONES, C.A",AS264778 TotalCom Venezuela C.A.,5229,1221,50.6,2514,2026-09-12T21:52:10.8620756Z,2026-09-12T21:52:10.8620756Z
160.238.65.6,3128,http,yes,transparent,NL,The Netherlands,Amsterdam,Superhub Limited,AS142019 GZ REMITTANCE (CHINA) INDUSTRY LIMITED,5339,16,66.7,387,2026-09-12T21:53:12.7718839Z,2026-09-12T21:53:12.7718839Z
67.203.23.79,8081,http,no,transparent,US,United States,Los Angeles,T3 Web Hosting,AS17252 Colocation America Corporation,5761,163,99.7,11615,2026-09-12T21:52:51.1734074Z,2026-09-12T21:52:51.1734074Z
187.102.219.42,999,http,yes,transparent,AR,Argentina,Eldorado,Cretton Lisandro Maximiliano,AS270004 CRETTON LISANDRO MAXIMILIANO (MISIOTECH),6349,1307,54.7,837,2026-09-12T21:52:41.3507082Z,2026-09-12T21:52:41.3507082Z
